chrom	txStart	cdsStart
chr22	39520558	39521445
chr22	39520561	39521445
chr22	39529092	39529491
chr22	39529092	39532748
chr22	39570752	39570752
chr22	39570752	39570752
chr22	39743043	39743678
chr22	39901083	39947106
chr22	39926603	39960054
chr22	39926603	39960100
chr22	39926603	39947106
chr22	39946816	39947106
chr22	39994953	39995042
chr22	40043129	40044530
chr22	40044833	40125817
chr22	40177924	40178135
chr22	40177924	40178135
chr22	40346499	40346558
chr22	40346499	40349870
chr22	40346499	40346558
chr22	40346499	40346558
chr22	40346499	40369367
chr22	40370593	40402175
chr22	40370593	40402175
chr22	40370593	40404290
chr22	40370593	40404290
chr22	40370593	40404290
chr22	40370593	40405164
chr22	40370593	40402175
chr22	40370593	40402175
chr22	40370593	40400806
chr22	40370593	40400806
chr22	40370593	40400806
chr22	40370593	40400806
chr22	40370593	40410289
chr22	40370593	40410289
chr22	40370593	40410289
chr22	40370593	40410289
chr22	40410288	40411389
chr22	40410288	40411798
chr22	40410288	40411389
chr22	40410288	40411389
chr22	40410288	40411389
chr22	40521799	40526707
chr22	40679483	40679652
chr22	40769629	40770833
chr22	40769629	40770833
chr22	40769629	40770833
chr22	40769629	40819346
chr22	40769629	40819346
chr22	40769629	40819346
chr22	40769629	40819346
chr22	40813882	40813958
chr22	40824534	40826537
chr22	40824534	40826537
chr22	40857147	40857181
chr22	40857147	40857181
chr22	40859548	40861064
chr22	40951377	40951398
chr22	41073601	41073721
chr22	41092512	41092566
chr22	41092591	41093004
chr22	41092591	41093004
chr22	41185213	41197501
chr22	41205311	41205362
chr22	41209121	41217627
chr22	41229512	41229703
chr22	41244778	41246602
chr22	41244778	41246602
chr22	41244778	41246602
chr22	41252991	41253050
chr22	41301524	41320660
chr22	41367454	41367532
chr22	41381941	41382044
chr22	41433493	41436310
chr22	41459716	41460397
chr22	41469116	41469146
chr22	41525798	41529282
chr22	41525798	41529282
chr22	41525798	41529282
chr22	41525798	41529282
chr22	41525798	41529282
chr22	41551708	41560883
chr22	41561009	41571965
chr22	41576899	41577317
chr22	41598027	41601096
chr22	41621294	41622041
chr22	41621294	41622004
chr22	41621294	41622004
chr22	41621294	41622004
chr22	41673932	41674932
chr22	41673932	41674932
chr22	41688936	41698136
chr22	41699502	41699538
chr22	41800678	41808890
chr22	41800678	41808890
chr22	41800678	41808890
chr22	41827480	41834665
chr22	41833104	41833270
chr22	41833104	41907305
chr22	41900943	41901012
chr22	41909542	41909764
chr22	41909542	41909764
chr22	41909542	41909764
chr22	41922031	41925366
chr22	41923221	41923297
chr22	41938736	41943616
chr22	41938736	41939055
chr22	41938736	41939182
chr22	41938736	41939055
chr22	41938736	41939182
chr22	41938736	41939055
chr22	41944920	41945135
chr22	41952186	41958942
chr22	41969442	41971492
chr22	41976777	41977064
chr22	41976777	41977064
chr22	41998787	41998818
chr22	42058333	42060278
chr22	42058333	42060278
chr22	42058333	42060278
chr22	42074247	42077293
chr22	42079699	42079768
chr22	42079699	42084284
chr22	42079948	42084284
chr22	42085525	42086182
chr22	42090932	42125349
chr22	42126498	42126573
chr22	42126498	42126573
chr22	42139575	42144483
chr22	42139575	42144483
chr22	42160012	42168652
chr22	42160012	42161340
chr22	42160012	42168652
chr22	42269752	42274862
chr22	42364399	42369208
chr22	42364399	42369208
chr22	42364399	42369208
chr22	42380406	42385160
chr22	42380406	42387031
chr22	42380406	42385160
chr22	42500578	42512560
chr22	42508343	42512909
chr22	42553955	42554020
chr22	42553955	42554020
chr22	42553955	42574382
chr22	42553955	42574382
chr22	42573243	42582011
chr22	42583720	42585790
chr22	42583720	42585790
chr22	42583720	42585960
chr22	42583720	42585790
chr22	42583720	42614883
chr22	42615243	42615393
chr22	42617839	42619772
chr22	42617839	42619772
chr22	42617839	42619772
chr22	42617839	42619772
chr22	42617839	42619772
chr22	42639802	42639971
chr22	42692120	42692889
chr22	42692120	42692889
chr22	42718236	42720870
chr22	42796501	42797587
chr22	42796501	42797587
chr22	42869765	42871356
chr22	42869765	42871356
chr22	42869765	42871356
chr22	42869765	42871356
chr22	42869765	42871356
chr22	42869772	42871356
chr22	42869772	42871356
chr22	42869772	42871356
chr22	42869772	42871356
chr22	42869772	42871356
chr22	43038584	43052366
chr22	43039515	43039775
chr22	43039515	43089391
chr22	43110749	43124022
chr22	43132205	43133454
chr22	43132205	43143397
chr22	43132208	43133042
chr22	43151558	43159238
chr22	43151558	43163242
chr22	43151932	43159238
chr22	43151934	43159238
chr22	43166621	43168007
chr22	43197279	43203996
chr22	43212673	43213661
chr22	43275941	43283830
chr22	43400330	43409681
chr22	43412013	43424985
chr22	43416551	43424985
chr22	43516253	43536605
chr22	43528777	43528852
chr22	43528777	43528852
chr22	43824508	43826000
chr22	43879677	43880794
chr22	43879677	43880794
chr22	43879677	43880794
chr22	43923804	43923911
chr22	43955441	43955577
chr22	43999210	43999340
chr22	44024301	44024339
chr22	44026303	44093971
chr22	44069105	44069161
chr22	44172950	44183329
chr22	44180924	44183329
chr22	44243664	44249684
chr22	44443326	44444788
chr22	44492582	44496836
chr22	44569339	44572449
chr22	44569339	44572449
chr22	44569339	44572449
chr22	44606327	44625419
chr22	44668750	44726597
chr22	44668750	44702501
chr22	44677084	44726597
chr22	44677084	44702501
chr22	44677084	44679799
chr22	44702203	44702474
chr22	44702203	44702474
chr22	44752574	44786527
chr22	44752574	44786527
chr22	44752574	44786527
chr22	44881161	44883085
chr22	44881161	44883085
chr22	44881161	44883085
chr22	44881161	44883085
chr22	44881161	45009610
chr22	45000564	45003619
chr22	45133757	45152584
chr22	45133757	45163781
chr22	45163924	45168177
chr22	45164670	45171614
chr22	45176241	45191612
chr22	45192243	45197175
chr22	45192243	45197175
chr22	45200953	45201019
chr22	45284948	45285013
chr22	45284948	45285013
chr22	45308959	45322379
chr22	45308959	45341955
chr22	45309933	45322379
chr22	45309933	45322379
chr22	45309933	45322379
chr22	45309933	45322182
chr22	45318448	45322379
chr22	45344062	45344555
chr22	45344062	45344555
chr22	45413692	45413886
chr22	45502882	45502985
chr22	45502882	45502985
chr22	45502882	45502985
chr22	45502882	45502985
chr22	45604431	45605647
chr22	45671833	45672063
chr22	45671833	45672063
chr22	45760523	45760598
chr22	45920365	45922855
chr22	46006615	46010777
chr22	46039906	46044868
chr22	46048530	46054225
chr22	46053845	46058522
chr22	46064650	46071021
chr22	46085996	46113928
chr22	46085996	46113928
chr22	46091043	46091126
chr22	46112748	46112822
chr22	46113565	46113657
chr22	46113685	46113768
chr22	46150525	46198383
chr22	46150525	46198383
chr22	46150525	46198383
chr22	46150794	46198383
chr22	46244012	46245091
chr22	46255662	46256560
chr22	46268007	46268039
chr22	46295142	46296660
chr22	46296869	46297400
chr22	46335713	46346427
chr22	46335713	46346427
chr22	46335713	46337931
chr22	46335713	46335764
chr22	46335713	46335764
chr22	46335713	46357340
chr22	46335713	46357340
chr22	46361173	46363222
chr22	46361173	46363177
chr22	46577087	46577261
chr22	46620385	46626799
chr22	46684409	46687133
chr22	46762649	46762786
chr22	46762649	46762786
chr22	46762649	46792775
chr22	46763741	47175699
chr22	46774097	46793522
chr22	46914091	46916042
chr22	47345570	47373541
chr22	47461298	47487111
chr22	47621042	47631569
chr22	47631673	47855600
chr22	48274363	48274415
chr22	48489552	48489592
chr22	48538899	48547387
chr22	48576339	48576480
chr22	48780294	48780353
chr22	48866769	48898386
chr22	49414523	49657519
chr22	49414523	49657519
chr22	49543392	49543466
chr22	49619627	49657519
chr22	49773277	49774232
chr22	49773277	49774232
chr22	49773277	49774232
chr22	49773277	49774232
chr22	49773277	49824331
chr22	49773277	49824331
chr22	49773282	49774232
chr22	49853843	49883662
chr22	49900228	49903837
chr22	49918633	49918769
chr22	49918633	49918769
chr22	49918633	49918769
chr22	49918633	49918769
chr22	49918633	49927537
chr22	49960771	49960947
chr22	49962865	49962939
chr22	49991810	49997037
chr22	49991810	49996674
chr22	49991810	49997037
chr22	50018574	50018783
chr22	50059390	50061582
chr22	50059390	50061582
chr22	50059390	50061582
chr22	50059390	50061582
chr22	50059390	50061582
chr22	50059390	50061582
chr22	50059390	50061582
chr22	50059390	50061582
chr22	50059390	50061582
chr22	50059390	50061582
chr22	50059390	50061582
chr22	50059390	50061582
chr22	50059390	50061582
chr22	50059390	50061582
chr22	50059390	50061582
chr22	50059390	50085426
chr22	50059390	50085426
chr22	50059390	50085426
chr22	50090005	50090088
chr22	50090005	50090088
chr22	50090005	50090475
chr22	50147054	50147141
chr22	50170730	50170730
chr22	50170730	50170730
chr22	50170730	50180295
chr22	50185912	50193060
chr22	50185912	50193060
chr22	50185912	50193060
chr22	50185912	50193060
chr22	50185912	50193060
chr22	50185912	50199595
chr22	50190586	50193060
chr22	50190586	50193060
chr22	50201010	50201036
chr22	50217693	50217735
chr22	50245182	50245506
chr22	50245182	50245506
chr22	50252900	50253400
chr22	50252900	50253400
chr22	50263712	50264947
chr22	50263712	50270380
chr22	50274978	50275703
chr22	50274978	50275703
chr22	50274978	50275703
chr22	50274978	50275703
chr22	50274978	50275703
chr22	50274978	50275703
chr22	50274978	50275703
chr22	50274978	50275703
chr22	50274978	50275703
chr22	50274978	50275703
chr22	50274978	50275703
chr22	50274978	50275703
chr22	50274978	50275703
chr22	50274978	50275703
chr22	50274978	50275703
chr22	50274978	50275703
chr22	50274978	50275703
chr22	50274978	50275703
chr22	50274978	50275703
chr22	50274978	50275703
chr22	50274978	50275703
chr22	50274978	50275703
chr22	50274978	50275703
chr22	50274978	50275703
chr22	50309029	50312138
chr22	50343326	50414623
chr22	50343326	50414623
chr22	50343326	50393908
chr22	50343326	50393908
chr22	50343326	50393908
chr22	50343326	50393908
chr22	50343326	50393908
chr22	50343326	50393908
chr22	50343326	50393908
chr22	50343326	50393908
chr22	50343326	50393908
chr22	50343326	50393908
chr22	50343326	50393908
chr22	50407441	50407524
chr22	50444999	50447141
chr22	50444999	50447141
chr22	50481542	50481847
chr22	50481542	50481847
chr22	50486858	50486897
chr22	50502948	50503390
chr22	50502948	50503390
chr22	50508223	50508337
chr22	50508223	50508337
chr22	50508223	50508337
chr22	50523567	50523610
chr22	50523567	50523610
chr22	50523567	50523610
chr22	50523567	50523610
chr22	50525751	50525769
chr22	50525751	50525769
chr22	50525751	50525769
chr22	50525751	50525769
chr22	50525751	50525769
chr22	50530425	50530479
chr22	50530425	50530441
chr22	50530425	50530479
chr22	50545898	50546243
chr22	50551111	50551244
chr22	50568860	50569337
chr22	50568860	50569337
chr22	50568860	50569337
chr22	50568860	50569337
chr22	50568860	50569337
chr22	50568860	50569337
chr22	50568860	50582999
chr22	50578962	50579180
chr22	50583025	50595281
chr22	50583025	50583931
chr22	50600792	50600818
chr22	50622753	50625144
chr22	50622753	50625144
chr22	50622753	50625144
chr22	50622753	50625144
chr22	50622753	50625144
chr22	50622753	50625144
chr22	50672822	50674414
chr22	50735828	50738169
chr22	50738203	50738235
chr22	50757085	50799637
chr22	50767505	50768775
chr22	50767505	50768775
chr22	50767505	50768775
chr22	50767505	50768775
chr22	50767505	50768775
chr22	50767505	50768775
chr22	50767505	50768775
chr22	50767505	50768775
chr22	50767505	50768775
chr22	50767505	50768775
chr22	50767505	50768775
chr22	50767505	50768775
chr22	50767505	50768775
chr22	50767505	50768775
chr22	50767505	50768775
chr22	50767505	50768775
chr22	50767505	50768775
chr22	50767505	50768775
chr22	50767505	50768775
chr22	50767505	50768775
chr22	50767505	50768775
chr22	50767505	50768775
chr22	50783728	50799637
